city,pollutant,unit,year,month,date,value
Fredericton,NO2,ppb,2013,1,2013-01-01,6.1
Fredericton,NO2,ppb,2013,2,2013-02-01,5.8
Fredericton,NO2,ppb,2013,3,2013-03-01,2.9
Fredericton,NO2,ppb,2013,4,2013-04-01,2.7
Fredericton,NO2,ppb,2013,5,2013-05-01,2.0
Fredericton,NO2,ppb,2013,6,2013-06-01,2.8
Fredericton,NO2,ppb,2013,7,2013-07-01,2.1
Fredericton,NO2,ppb,2013,8,2013-08-01,2.0
Fredericton,NO2,ppb,2013,9,2013-09-01,2.4
Fredericton,NO2,ppb,2013,10,2013-10-01,3.7
Fredericton,NO2,ppb,2013,11,2013-11-01,3.6
Fredericton,NO2,ppb,2013,12,2013-12-01,4.5
Fredericton,NO2,ppb,2014,1,2014-01-01,6.0
Fredericton,NO2,ppb,2014,2,2014-02-01,5.7
Fredericton,NO2,ppb,2014,3,2014-03-01,3.7
Fredericton,NO2,ppb,2014,4,2014-04-01,2.7
Fredericton,NO2,ppb,2014,5,2014-05-01,1.6
Fredericton,NO2,ppb,2014,6,2014-06-01,1.5
Fredericton,NO2,ppb,2014,7,2014-07-01,2.1
Fredericton,NO2,ppb,2014,8,2014-08-01,1.8
Fredericton,NO2,ppb,2014,9,2014-09-01,2.1
Fredericton,NO2,ppb,2014,10,2014-10-01,2.2
Fredericton,NO2,ppb,2014,11,2014-11-01,4.5
Fredericton,NO2,ppb,2014,12,2014-12-01,4.2
Fredericton,NO2,ppb,2015,1,2015-01-01,6.2
Fredericton,NO2,ppb,2015,2,2015-02-01,6.3
Fredericton,NO2,ppb,2015,3,2015-03-01,4.7
Fredericton,NO2,ppb,2015,4,2015-04-01,2.6
Fredericton,NO2,ppb,2015,5,2015-05-01,2.1
Fredericton,NO2,ppb,2015,6,2015-06-01,1.5
Fredericton,NO2,ppb,2015,7,2015-07-01,1.5
Fredericton,NO2,ppb,2015,8,2015-08-01,1.6
Fredericton,NO2,ppb,2015,9,2015-09-01,2.3
Fredericton,NO2,ppb,2015,10,2015-10-01,2.9
Fredericton,NO2,ppb,2015,11,2015-11-01,2.9
Fredericton,NO2,ppb,2015,12,2015-12-01,4.4
Fredericton,NO2,ppb,2016,1,2016-01-01,4.1
Fredericton,NO2,ppb,2016,2,2016-02-01,4.2
Fredericton,NO2,ppb,2016,3,2016-03-01,2.9
Fredericton,NO2,ppb,2016,4,2016-04-01,1.9
Fredericton,NO2,ppb,2016,5,2016-05-01,1.3
Fredericton,NO2,ppb,2016,6,2016-06-01,1.2
Fredericton,NO2,ppb,2016,7,2016-07-01,1.3
Fredericton,NO2,ppb,2016,8,2016-08-01,1.8
Fredericton,NO2,ppb,2016,9,2016-09-01,1.9
Fredericton,NO2,ppb,2016,10,2016-10-01,2.1
Fredericton,NO2,ppb,2016,11,2016-11-01,2.6
Fredericton,NO2,ppb,2016,12,2016-12-01,3.9
Fredericton,NO2,ppb,2017,1,2017-01-01,4.4
Fredericton,NO2,ppb,2017,2,2017-02-01,5.4
Fredericton,NO2,ppb,2017,3,2017-03-01,2.4
Fredericton,NO2,ppb,2017,8,2017-08-01,1.7
Fredericton,NO2,ppb,2017,9,2017-09-01,2.1
Fredericton,NO2,ppb,2017,10,2017-10-01,2.4
Fredericton,NO2,ppb,2017,11,2017-11-01,3.1
Fredericton,NO2,ppb,2017,12,2017-12-01,3.6
Fredericton,NO2,ppb,2018,1,2018-01-01,3.6
Fredericton,NO2,ppb,2018,2,2018-02-01,3.7
Fredericton,NO2,ppb,2018,3,2018-03-01,0.7
Fredericton,NO2,ppb,2018,4,2018-04-01,0.4
Fredericton,NO2,ppb,2018,5,2018-05-01,0.3
Fredericton,NO2,ppb,2018,6,2018-06-01,0.2
Fredericton,NO2,ppb,2018,7,2018-07-01,0.5
Fredericton,NO2,ppb,2018,8,2018-08-01,1.5
Fredericton,NO2,ppb,2018,9,2018-09-01,1.6
Fredericton,NO2,ppb,2018,10,2018-10-01,2.1
Fredericton,NO2,ppb,2018,11,2018-11-01,3.4
Fredericton,NO2,ppb,2018,12,2018-12-01,4.0
Fredericton,NO2,ppb,2019,1,2019-01-01,3.8
Fredericton,NO2,ppb,2019,2,2019-02-01,3.9
Fredericton,NO2,ppb,2019,3,2019-03-01,3.9
Fredericton,NO2,ppb,2019,4,2019-04-01,1.7
Fredericton,NO2,ppb,2019,5,2019-05-01,1.4
Fredericton,NO2,ppb,2019,6,2019-06-01,1.3
Fredericton,NO2,ppb,2019,7,2019-07-01,1.4
Fredericton,NO2,ppb,2019,8,2019-08-01,1.4
Fredericton,NO2,ppb,2019,9,2019-09-01,1.8
Fredericton,NO2,ppb,2019,10,2019-10-01,2.6
Fredericton,NO2,ppb,2019,11,2019-11-01,3.5
Fredericton,NO2,ppb,2019,12,2019-12-01,3.2
Fredericton,NO2,ppb,2020,1,2020-01-01,6.4
Fredericton,NO2,ppb,2020,2,2020-02-01,6.5
Fredericton,NO2,ppb,2020,3,2020-03-01,3.4
Fredericton,NO2,ppb,2020,4,2020-04-01,1.5
Fredericton,NO2,ppb,2020,5,2020-05-01,1.2
Fredericton,NO2,ppb,2020,6,2020-06-01,1.4
Fredericton,NO2,ppb,2020,7,2020-07-01,1.5
Fredericton,NO2,ppb,2020,8,2020-08-01,1.6
Fredericton,NO2,ppb,2020,9,2020-09-01,1.8
Fredericton,NO2,ppb,2020,10,2020-10-01,2.2
Fredericton,NO2,ppb,2020,11,2020-11-01,2.9
Fredericton,NO2,ppb,2020,12,2020-12-01,2.4
Fredericton,NO2,ppb,2021,1,2021-01-01,2.8
Fredericton,NO2,ppb,2021,2,2021-02-01,3.5
Fredericton,NO2,ppb,2021,3,2021-03-01,2.7
Fredericton,NO2,ppb,2021,4,2021-04-01,1.6
Fredericton,NO2,ppb,2021,5,2021-05-01,1.5
Fredericton,NO2,ppb,2021,6,2021-06-01,1.7
Fredericton,NO2,ppb,2021,7,2021-07-01,1.0
Fredericton,NO2,ppb,2021,8,2021-08-01,1.4
Fredericton,NO2,ppb,2021,9,2021-09-01,1.4
Fredericton,NO2,ppb,2021,10,2021-10-01,1.8
Fredericton,NO2,ppb,2021,11,2021-11-01,3.2
Fredericton,NO2,ppb,2021,12,2021-12-01,3.3
Fredericton,NO2,ppb,2022,1,2022-01-01,5.4
Fredericton,NO2,ppb,2022,2,2022-02-01,3.7
Fredericton,NO2,ppb,2022,3,2022-03-01,3.2
Fredericton,NO2,ppb,2022,4,2022-04-01,2.1
Fredericton,NO2,ppb,2022,5,2022-05-01,1.5
Fredericton,NO2,ppb,2022,6,2022-06-01,1.2
Fredericton,NO2,ppb,2022,7,2022-07-01,1.3
Fredericton,NO2,ppb,2022,8,2022-08-01,1.0
Fredericton,NO2,ppb,2022,9,2022-09-01,1.4
Fredericton,NO2,ppb,2022,10,2022-10-01,2.8
Fredericton,NO2,ppb,2022,11,2022-11-01,3.3
Fredericton,NO2,ppb,2022,12,2022-12-01,3.1
Fredericton,NO2,ppb,2023,1,2023-01-01,3.1
Fredericton,NO2,ppb,2023,2,2023-02-01,4.3
Fredericton,NO2,ppb,2023,3,2023-03-01,3.0
Fredericton,NO2,ppb,2023,4,2023-04-01,1.9
Fredericton,NO2,ppb,2023,5,2023-05-01,1.4
Fredericton,NO2,ppb,2023,6,2023-06-01,1.2
Fredericton,NO2,ppb,2023,7,2023-07-01,1.0
Fredericton,NO2,ppb,2023,8,2023-08-01,1.2
Fredericton,NO2,ppb,2023,9,2023-09-01,1.6
Fredericton,NO2,ppb,2023,10,2023-10-01,2.1
Fredericton,NO2,ppb,2023,11,2023-11-01,3.0
Fredericton,NO2,ppb,2023,12,2023-12-01,3.5
Fredericton,NO2,ppb,2024,1,2024-01-01,3.0
Fredericton,NO2,ppb,2024,2,2024-02-01,4.0
Fredericton,NO2,ppb,2024,3,2024-03-01,2.0
Fredericton,NO2,ppb,2024,4,2024-04-01,1.0
Fredericton,NO2,ppb,2024,5,2024-05-01,1.0
Fredericton,NO2,ppb,2024,6,2024-06-01,1.0
Fredericton,NO2,ppb,2024,7,2024-07-01,1.0
Fredericton,NO2,ppb,2024,8,2024-08-01,1.0
Fredericton,NO2,ppb,2024,9,2024-09-01,2.0
Fredericton,NO2,ppb,2024,10,2024-10-01,2.0
Fredericton,NO2,ppb,2024,11,2024-11-01,2.0
Fredericton,NO2,ppb,2024,12,2024-12-01,3.0
Halifax,NO2,ppb,2005,6,2005-06-01,17.4
Halifax,NO2,ppb,2005,7,2005-07-01,15.8
Halifax,NO2,ppb,2005,8,2005-08-01,16.1
Halifax,NO2,ppb,2005,9,2005-09-01,13.6
Halifax,NO2,ppb,2005,10,2005-10-01,13.0
Halifax,NO2,ppb,2005,11,2005-11-01,16.0
Halifax,NO2,ppb,2005,12,2005-12-01,17.0
Halifax,NO2,ppb,2006,1,2006-01-01,17.5
Halifax,NO2,ppb,2006,2,2006-02-01,18.0
Halifax,NO2,ppb,2006,3,2006-03-01,18.6
Halifax,NO2,ppb,2006,4,2006-04-01,16.1
Halifax,NO2,ppb,2006,5,2006-05-01,17.5
Halifax,NO2,ppb,2006,6,2006-06-01,14.1
Halifax,NO2,ppb,2006,7,2006-07-01,7.15
Halifax,NO2,ppb,2006,8,2006-08-01,7.35
Halifax,NO2,ppb,2006,9,2006-09-01,7.25
Halifax,NO2,ppb,2006,10,2006-10-01,7.15
Halifax,NO2,ppb,2006,11,2006-11-01,8.2
Halifax,NO2,ppb,2006,12,2006-12-01,8.35
Halifax,NO2,ppb,2007,1,2007-01-01,16.3
Halifax,NO2,ppb,2007,2,2007-02-01,16.7
Halifax,NO2,ppb,2007,3,2007-03-01,15.0
Halifax,NO2,ppb,2007,4,2007-04-01,11.75
Halifax,NO2,ppb,2007,5,2007-05-01,13.3
Halifax,NO2,ppb,2007,6,2007-06-01,10.9
Halifax,NO2,ppb,2007,7,2007-07-01,9.85
Halifax,NO2,ppb,2007,8,2007-08-01,9.25
Halifax,NO2,ppb,2007,9,2007-09-01,12.8
Halifax,NO2,ppb,2007,10,2007-10-01,15.1
Halifax,NO2,ppb,2007,11,2007-11-01,14.3
Halifax,NO2,ppb,2007,12,2007-12-01,15.35
Halifax,NO2,ppb,2008,1,2008-01-01,14.6
Halifax,NO2,ppb,2008,2,2008-02-01,12.55
Halifax,NO2,ppb,2008,3,2008-03-01,10.0
Halifax,NO2,ppb,2008,4,2008-04-01,8.7
Halifax,NO2,ppb,2008,5,2008-05-01,9.2
Halifax,NO2,ppb,2008,6,2008-06-01,8.4
Halifax,NO2,ppb,2008,7,2008-07-01,6.1
Halifax,NO2,ppb,2008,8,2008-08-01,8.1
Halifax,NO2,ppb,2008,9,2008-09-01,9.8
Halifax,NO2,ppb,2008,10,2008-10-01,10.85
Halifax,NO2,ppb,2008,11,2008-11-01,9.2
Halifax,NO2,ppb,2008,12,2008-12-01,7.65
Halifax,NO2,ppb,2010,1,2010-01-01,10.4
Halifax,NO2,ppb,2010,2,2010-02-01,10.85
Halifax,NO2,ppb,2010,3,2010-03-01,12.4
Halifax,NO2,ppb,2010,4,2010-04-01,12.55
Halifax,NO2,ppb,2010,5,2010-05-01,9.4
Halifax,NO2,ppb,2010,6,2010-06-01,10.45
Halifax,NO2,ppb,2010,7,2010-07-01,7.3
Halifax,NO2,ppb,2010,8,2010-08-01,8.2
Halifax,NO2,ppb,2010,9,2010-09-01,10.6
Halifax,NO2,ppb,2010,10,2010-10-01,10.3
Halifax,NO2,ppb,2010,11,2010-11-01,13.5
Halifax,NO2,ppb,2010,12,2010-12-01,11.7
Halifax,NO2,ppb,2011,1,2011-01-01,6.05
Halifax,NO2,ppb,2011,2,2011-02-01,7.1
Halifax,NO2,ppb,2011,3,2011-03-01,5.8
Halifax,NO2,ppb,2011,4,2011-04-01,7.8
Halifax,NO2,ppb,2011,5,2011-05-01,5.65
Halifax,NO2,ppb,2011,6,2011-06-01,6.75
Halifax,NO2,ppb,2011,7,2011-07-01,7.25
Halifax,NO2,ppb,2011,8,2011-08-01,6.7
Halifax,NO2,ppb,2011,9,2011-09-01,7.6
Halifax,NO2,ppb,2011,10,2011-10-01,6.8
Halifax,NO2,ppb,2011,11,2011-11-01,8.55
Halifax,NO2,ppb,2011,12,2011-12-01,7.5
Halifax,NO2,ppb,2012,1,2012-01-01,7.05
Halifax,NO2,ppb,2012,2,2012-02-01,6.45
Halifax,NO2,ppb,2012,3,2012-03-01,6.25
Halifax,NO2,ppb,2012,4,2012-04-01,6.85
Halifax,NO2,ppb,2012,5,2012-05-01,7.0
Halifax,NO2,ppb,2012,6,2012-06-01,5.9
Halifax,NO2,ppb,2012,7,2012-07-01,6.75
Halifax,NO2,ppb,2012,8,2012-08-01,7.2
Halifax,NO2,ppb,2012,9,2012-09-01,6.15
Halifax,NO2,ppb,2012,10,2012-10-01,5.6
Halifax,NO2,ppb,2012,11,2012-11-01,6.7
Halifax,NO2,ppb,2012,12,2012-12-01,5.45
Halifax,NO2,ppb,2013,1,2013-01-01,6.9
Halifax,NO2,ppb,2013,2,2013-02-01,7.9
Halifax,NO2,ppb,2013,3,2013-03-01,6.8
Halifax,NO2,ppb,2013,4,2013-04-01,5.65
Halifax,NO2,ppb,2013,5,2013-05-01,5.6
Halifax,NO2,ppb,2013,6,2013-06-01,5.5
Halifax,NO2,ppb,2013,7,2013-07-01,5.55
Halifax,NO2,ppb,2013,8,2013-08-01,5.6
Halifax,NO2,ppb,2013,9,2013-09-01,5.2
Halifax,NO2,ppb,2013,10,2013-10-01,5.25
Halifax,NO2,ppb,2013,11,2013-11-01,5.4
Halifax,NO2,ppb,2013,12,2013-12-01,6.75
Halifax,NO2,ppb,2014,1,2014-01-01,6.85
Halifax,NO2,ppb,2014,2,2014-02-01,7.65
Halifax,NO2,ppb,2014,3,2014-03-01,1.9
Halifax,NO2,ppb,2014,4,2014-04-01,1.6
Halifax,NO2,ppb,2014,5,2014-05-01,2.2
Halifax,NO2,ppb,2014,6,2014-06-01,5.85
Halifax,NO2,ppb,2014,7,2014-07-01,6.0
Halifax,NO2,ppb,2014,8,2014-08-01,6.2
Halifax,NO2,ppb,2014,9,2014-09-01,6.55
Halifax,NO2,ppb,2014,10,2014-10-01,6.95
Halifax,NO2,ppb,2014,11,2014-11-01,7.0
Halifax,NO2,ppb,2014,12,2014-12-01,6.4
Halifax,NO2,ppb,2015,1,2015-01-01,7.7
Halifax,NO2,ppb,2015,2,2015-02-01,8.0
Halifax,NO2,ppb,2015,3,2015-03-01,9.1
Halifax,NO2,ppb,2015,4,2015-04-01,7.2
Halifax,NO2,ppb,2015,5,2015-05-01,5.95
Halifax,NO2,ppb,2015,6,2015-06-01,4.7
Halifax,NO2,ppb,2015,7,2015-07-01,4.9
Halifax,NO2,ppb,2015,8,2015-08-01,4.6
Halifax,NO2,ppb,2015,9,2015-09-01,4.8
Halifax,NO2,ppb,2015,10,2015-10-01,3.95
Halifax,NO2,ppb,2015,11,2015-11-01,4.05
Halifax,NO2,ppb,2015,12,2015-12-01,4.85
Halifax,NO2,ppb,2016,1,2016-01-01,6.6
Halifax,NO2,ppb,2016,2,2016-02-01,6.0
Halifax,NO2,ppb,2016,3,2016-03-01,5.4
Halifax,NO2,ppb,2016,4,2016-04-01,4.7
Halifax,NO2,ppb,2016,5,2016-05-01,4.9
Halifax,NO2,ppb,2016,6,2016-06-01,4.15
Halifax,NO2,ppb,2016,7,2016-07-01,4.65
Halifax,NO2,ppb,2016,8,2016-08-01,3.6
Halifax,NO2,ppb,2016,9,2016-09-01,4.35
Halifax,NO2,ppb,2016,10,2016-10-01,5.15
Halifax,NO2,ppb,2016,11,2016-11-01,5.4
Halifax,NO2,ppb,2016,12,2016-12-01,5.65
Halifax,NO2,ppb,2017,1,2017-01-01,5.65
Halifax,NO2,ppb,2017,2,2017-02-01,5.95
Halifax,NO2,ppb,2017,3,2017-03-01,5.17
Halifax,NO2,ppb,2017,4,2017-04-01,5.4
Halifax,NO2,ppb,2017,5,2017-05-01,4.93
Halifax,NO2,ppb,2017,6,2017-06-01,4.27
Halifax,NO2,ppb,2017,7,2017-07-01,4.37
Halifax,NO2,ppb,2017,8,2017-08-01,3.83
Halifax,NO2,ppb,2017,9,2017-09-01,3.9
Halifax,NO2,ppb,2017,10,2017-10-01,4.33
Halifax,NO2,ppb,2017,11,2017-11-01,4.0
Halifax,NO2,ppb,2017,12,2017-12-01,4.03
Halifax,NO2,ppb,2018,1,2018-01-01,3.75
Halifax,NO2,ppb,2018,2,2018-02-01,4.3
Halifax,NO2,ppb,2018,3,2018-03-01,2.7
Halifax,NO2,ppb,2018,4,2018-04-01,3.55
Halifax,NO2,ppb,2018,5,2018-05-01,3.6
Halifax,NO2,ppb,2018,6,2018-06-01,2.9
Halifax,NO2,ppb,2018,7,2018-07-01,2.85
Halifax,NO2,ppb,2018,8,2018-08-01,3.55
Halifax,NO2,ppb,2018,9,2018-09-01,3.15
Halifax,NO2,ppb,2018,10,2018-10-01,2.95
Halifax,NO2,ppb,2018,11,2018-11-01,3.1
Halifax,NO2,ppb,2018,12,2018-12-01,4.0
Halifax,NO2,ppb,2019,1,2019-01-01,3.65
Halifax,NO2,ppb,2019,2,2019-02-01,4.1
Halifax,NO2,ppb,2019,3,2019-03-01,5.65
Halifax,NO2,ppb,2019,4,2019-04-01,4.2
Halifax,NO2,ppb,2019,5,2019-05-01,4.7
Halifax,NO2,ppb,2019,6,2019-06-01,5.15
Halifax,NO2,ppb,2019,7,2019-07-01,4.1
Halifax,NO2,ppb,2019,8,2019-08-01,3.9
Halifax,NO2,ppb,2019,9,2019-09-01,4.65
Halifax,NO2,ppb,2019,10,2019-10-01,3.4
Halifax,NO2,ppb,2019,11,2019-11-01,3.8
Halifax,NO2,ppb,2019,12,2019-12-01,4.95
Halifax,NO2,ppb,2020,1,2020-01-01,7.0
Halifax,NO2,ppb,2020,2,2020-02-01,6.55
Halifax,NO2,ppb,2020,3,2020-03-01,5.25
Halifax,NO2,ppb,2020,4,2020-04-01,3.9
Halifax,NO2,ppb,2020,5,2020-05-01,4.6
Halifax,NO2,ppb,2020,6,2020-06-01,4.55
Halifax,NO2,ppb,2020,7,2020-07-01,2.9
Halifax,NO2,ppb,2020,8,2020-08-01,2.15
Halifax,NO2,ppb,2020,9,2020-09-01,2.4
Halifax,NO2,ppb,2020,10,2020-10-01,2.5
Halifax,NO2,ppb,2020,11,2020-11-01,2.95
Halifax,NO2,ppb,2020,12,2020-12-01,3.1
Halifax,NO2,ppb,2021,1,2021-01-01,3.15
Halifax,NO2,ppb,2021,2,2021-02-01,3.5
Halifax,NO2,ppb,2021,3,2021-03-01,3.65
Halifax,NO2,ppb,2021,4,2021-04-01,2.65
Halifax,NO2,ppb,2021,5,2021-05-01,2.65
Halifax,NO2,ppb,2021,6,2021-06-01,2.8
Halifax,NO2,ppb,2021,7,2021-07-01,2.3
Halifax,NO2,ppb,2021,8,2021-08-01,2.75
Halifax,NO2,ppb,2021,9,2021-09-01,2.45
Halifax,NO2,ppb,2021,10,2021-10-01,2.45
Halifax,NO2,ppb,2021,11,2021-11-01,3.9
Halifax,NO2,ppb,2021,12,2021-12-01,3.35
Halifax,NO2,ppb,2022,1,2022-01-01,3.65
Halifax,NO2,ppb,2022,2,2022-02-01,3.55
Halifax,NO2,ppb,2022,3,2022-03-01,3.1
Halifax,NO2,ppb,2022,4,2022-04-01,2.7
Halifax,NO2,ppb,2022,5,2022-05-01,2.45
Halifax,NO2,ppb,2022,6,2022-06-01,2.7
Halifax,NO2,ppb,2022,7,2022-07-01,2.65
Halifax,NO2,ppb,2022,8,2022-08-01,2.6
Halifax,NO2,ppb,2022,9,2022-09-01,3.0
Halifax,NO2,ppb,2022,10,2022-10-01,3.95
Halifax,NO2,ppb,2022,11,2022-11-01,2.6
Halifax,NO2,ppb,2022,12,2022-12-01,2.7
Halifax,NO2,ppb,2023,1,2023-01-01,3.2
Halifax,NO2,ppb,2023,2,2023-02-01,3.6
Halifax,NO2,ppb,2023,3,2023-03-01,2.95
Halifax,NO2,ppb,2023,4,2023-04-01,2.6
Halifax,NO2,ppb,2023,5,2023-05-01,2.4
Halifax,NO2,ppb,2023,6,2023-06-01,3.1
Halifax,NO2,ppb,2023,7,2023-07-01,2.75
Halifax,NO2,ppb,2023,8,2023-08-01,2.7
Halifax,NO2,ppb,2023,9,2023-09-01,3.4
Halifax,NO2,ppb,2023,10,2023-10-01,3.45
Halifax,NO2,ppb,2023,11,2023-11-01,3.35
Halifax,NO2,ppb,2023,12,2023-12-01,3.9
Halifax,NO2,ppb,2024,1,2024-01-01,3.0
Halifax,NO2,ppb,2024,2,2024-02-01,4.0
Halifax,NO2,ppb,2024,3,2024-03-01,2.5
Halifax,NO2,ppb,2024,4,2024-04-01,3.0
Halifax,NO2,ppb,2024,5,2024-05-01,2.5
Halifax,NO2,ppb,2024,6,2024-06-01,2.0
Halifax,NO2,ppb,2024,7,2024-07-01,3.5
Halifax,NO2,ppb,2024,8,2024-08-01,2.5
Halifax,NO2,ppb,2024,9,2024-09-01,3.0
Halifax,NO2,ppb,2024,10,2024-10-01,3.5
Halifax,NO2,ppb,2024,11,2024-11-01,2.5
Halifax,NO2,ppb,2024,12,2024-12-01,3.0
Hamilton,NO2,ppb,2005,1,2005-01-01,22.6
Hamilton,NO2,ppb,2005,2,2005-02-01,26.7
Hamilton,NO2,ppb,2005,3,2005-03-01,22.2
Hamilton,NO2,ppb,2005,4,2005-04-01,21.7
Hamilton,NO2,ppb,2005,5,2005-05-01,20.0
Hamilton,NO2,ppb,2005,6,2005-06-01,18.4
Hamilton,NO2,ppb,2005,7,2005-07-01,14.8
Hamilton,NO2,ppb,2005,8,2005-08-01,13.5
Hamilton,NO2,ppb,2005,9,2005-09-01,14.1
Hamilton,NO2,ppb,2005,10,2005-10-01,17.6
Hamilton,NO2,ppb,2005,11,2005-11-01,18.2
Hamilton,NO2,ppb,2005,12,2005-12-01,21.4
Hamilton,NO2,ppb,2006,1,2006-01-01,18.3
Hamilton,NO2,ppb,2006,2,2006-02-01,18.0
Hamilton,NO2,ppb,2006,3,2006-03-01,16.4
Hamilton,NO2,ppb,2006,4,2006-04-01,17.5
Hamilton,NO2,ppb,2006,5,2006-05-01,16.6
Hamilton,NO2,ppb,2006,6,2006-06-01,13.1
Hamilton,NO2,ppb,2006,7,2006-07-01,10.0
Hamilton,NO2,ppb,2006,8,2006-08-01,11.8
Hamilton,NO2,ppb,2006,9,2006-09-01,10.9
Hamilton,NO2,ppb,2006,10,2006-10-01,12.9
Hamilton,NO2,ppb,2006,11,2006-11-01,17.85
Hamilton,NO2,ppb,2006,12,2006-12-01,14.6
Hamilton,NO2,ppb,2007,1,2007-01-01,16.8
Hamilton,NO2,ppb,2007,2,2007-02-01,17.8
Hamilton,NO2,ppb,2007,3,2007-03-01,17.45
Hamilton,NO2,ppb,2007,4,2007-04-01,13.75
Hamilton,NO2,ppb,2007,5,2007-05-01,17.75
Hamilton,NO2,ppb,2007,6,2007-06-01,10.8
Hamilton,NO2,ppb,2007,7,2007-07-01,10.75
Hamilton,NO2,ppb,2007,8,2007-08-01,10.5
Hamilton,NO2,ppb,2007,9,2007-09-01,12.25
Hamilton,NO2,ppb,2007,10,2007-10-01,13.55
Hamilton,NO2,ppb,2007,11,2007-11-01,15.05
Hamilton,NO2,ppb,2007,12,2007-12-01,17.25
Hamilton,NO2,ppb,2008,1,2008-01-01,14.65
Hamilton,NO2,ppb,2008,2,2008-02-01,16.4
Hamilton,NO2,ppb,2008,3,2008-03-01,15.55
Hamilton,NO2,ppb,2008,4,2008-04-01,17.3
Hamilton,NO2,ppb,2008,5,2008-05-01,11.55
Hamilton,NO2,ppb,2008,6,2008-06-01,8.2
Hamilton,NO2,ppb,2008,7,2008-07-01,8.55
Hamilton,NO2,ppb,2008,8,2008-08-01,9.35
Hamilton,NO2,ppb,2008,9,2008-09-01,11.35
Hamilton,NO2,ppb,2008,10,2008-10-01,11.15
Hamilton,NO2,ppb,2008,11,2008-11-01,15.15
Hamilton,NO2,ppb,2008,12,2008-12-01,12.4
Hamilton,NO2,ppb,2009,1,2009-01-01,17.6
Hamilton,NO2,ppb,2009,2,2009-02-01,12.75
Hamilton,NO2,ppb,2009,3,2009-03-01,14.75
Hamilton,NO2,ppb,2009,4,2009-04-01,11.2
Hamilton,NO2,ppb,2009,5,2009-05-01,9.95
Hamilton,NO2,ppb,2009,6,2009-06-01,10.0
Hamilton,NO2,ppb,2009,7,2009-07-01,7.8
Hamilton,NO2,ppb,2009,8,2009-08-01,7.45
Hamilton,NO2,ppb,2009,9,2009-09-01,10.45
Hamilton,NO2,ppb,2009,10,2009-10-01,11.8
Hamilton,NO2,ppb,2009,11,2009-11-01,15.35
Hamilton,NO2,ppb,2009,12,2009-12-01,12.5
Hamilton,NO2,ppb,2010,1,2010-01-01,12.25
Hamilton,NO2,ppb,2010,2,2010-02-01,12.75
Hamilton,NO2,ppb,2010,3,2010-03-01,15.05
Hamilton,NO2,ppb,2010,4,2010-04-01,13.7
Hamilton,NO2,ppb,2010,5,2010-05-01,12.4
Hamilton,NO2,ppb,2010,6,2010-06-01,8.0
Hamilton,NO2,ppb,2010,7,2010-07-01,6.95
Hamilton,NO2,ppb,2010,8,2010-08-01,6.95
Hamilton,NO2,ppb,2010,9,2010-09-01,7.0
Hamilton,NO2,ppb,2010,10,2010-10-01,9.1
Hamilton,NO2,ppb,2010,11,2010-11-01,15.25
Hamilton,NO2,ppb,2010,12,2010-12-01,10.85
Hamilton,NO2,ppb,2011,1,2011-01-01,15.87
Hamilton,NO2,ppb,2011,2,2011-02-01,15.67
Hamilton,NO2,ppb,2011,3,2011-03-01,13.73
Hamilton,NO2,ppb,2011,4,2011-04-01,14.57
Hamilton,NO2,ppb,2011,5,2011-05-01,14.03
Hamilton,NO2,ppb,2011,6,2011-06-01,9.67
Hamilton,NO2,ppb,2011,7,2011-07-01,8.6
Hamilton,NO2,ppb,2011,8,2011-08-01,8.93
Hamilton,NO2,ppb,2011,9,2011-09-01,10.37
Hamilton,NO2,ppb,2011,10,2011-10-01,11.5
Hamilton,NO2,ppb,2011,11,2011-11-01,10.43
Hamilton,NO2,ppb,2011,12,2011-12-01,12.53
Hamilton,NO2,ppb,2012,1,2012-01-01,11.3
Hamilton,NO2,ppb,2012,2,2012-02-01,11.17
Hamilton,NO2,ppb,2012,3,2012-03-01,13.43
Hamilton,NO2,ppb,2012,4,2012-04-01,9.5
Hamilton,NO2,ppb,2012,5,2012-05-01,13.63
Hamilton,NO2,ppb,2012,6,2012-06-01,8.3
Hamilton,NO2,ppb,2012,7,2012-07-01,8.67
Hamilton,NO2,ppb,2012,8,2012-08-01,7.93
Hamilton,NO2,ppb,2012,9,2012-09-01,8.9
Hamilton,NO2,ppb,2012,10,2012-10-01,10.2
Hamilton,NO2,ppb,2012,11,2012-11-01,13.67
Hamilton,NO2,ppb,2012,12,2012-12-01,13.7
Hamilton,NO2,ppb,2013,1,2013-01-01,13.1
Hamilton,NO2,ppb,2013,2,2013-02-01,14.47
Hamilton,NO2,ppb,2013,3,2013-03-01,11.13
Hamilton,NO2,ppb,2013,4,2013-04-01,12.7
Hamilton,NO2,ppb,2013,5,2013-05-01,14.67
Hamilton,NO2,ppb,2013,6,2013-06-01,9.83
Hamilton,NO2,ppb,2013,7,2013-07-01,8.33
Hamilton,NO2,ppb,2013,8,2013-08-01,8.53
Hamilton,NO2,ppb,2013,9,2013-09-01,9.17
Hamilton,NO2,ppb,2013,10,2013-10-01,10.77
Hamilton,NO2,ppb,2013,11,2013-11-01,9.9
Hamilton,NO2,ppb,2013,12,2013-12-01,13.9
Hamilton,NO2,ppb,2014,1,2014-01-01,12.57
Hamilton,NO2,ppb,2014,2,2014-02-01,16.7
